YEAR,"CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Female","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Male",HISPANIC OR LATINO AND RACE!!Total population,HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race),HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Cuban,HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Mexican,HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Other Hispanic or Latino,HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Puerto Rican,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!American Indian and Alaska Native alone,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Asian alone,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Black or African American alone,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Some other race alone,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races,"HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and Three or more races",HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!White alone,Race alone or in combination with one or more other races!!Total population,Race alone or in combination with one or more other races!!Total population!!American Indian and Alaska Native,Race alone or in combination with one or more other races!!Total population!!Asian,Race alone or in combination with one or more other races!!Total population!!Black or African American,Race alone or in combination with one or more other races!!Total population!!Native Hawaiian and Other Pacific Islander,Race alone or in combination with one or more other races!!Total population!!Some other race,Race alone or in combination with one or more other races!!Total population!!White,RACE!!Total population,RACE!!Total population!!One race,RACE!!Total population!!One race!!American Indian and Alaska Native,RACE!!Total population!!One race!!American Indian and Alaska Native!!Cherokee tribal grouping,RACE!!Total population!!One race!!American Indian and Alaska Native!!Chippewa tribal grouping,RACE!!Total population!!One race!!American Indian and Alaska Native!!Navajo tribal grouping,RACE!!Total population!!One race!!American Indian and Alaska Native!!Sioux tribal grouping,RACE!!Total population!!One race!!Asian,RACE!!Total population!!One race!!Asian!!Asian Indian,RACE!!Total population!!One race!!Asian!!Chinese,RACE!!Total population!!One race!!Asian!!Filipino,RACE!!Total population!!One race!!Asian!!Japanese,RACE!!Total population!!One race!!Asian!!Korean,RACE!!Total population!!One race!!Asian!!Other Asian,RACE!!Total population!!One race!!Asian!!Vietnamese,RACE!!Total population!!One race!!Black or African American,RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander,RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Chamorro,RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Native Hawaiian,RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Other Pacific Islander,RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Samoan,RACE!!Total population!!One race!!Some other race,RACE!!Total population!!One race!!White,RACE!!Total population!!One race.1,RACE!!Total population!!Two or more races,RACE!!Total population!!Two or more races!!Black or African American and American Indian and Alaska Native,RACE!!Total population!!Two or more races!!White and American Indian and Alaska Native,RACE!!Total population!!Two or more races!!White and Asian,RACE!!Total population!!Two or more races!!White and Black or African American,RACE!!Total population!!Two or more races.1,SEX AND AGE!!Total population,SEX AND AGE!!Total population!!10 to 14 years,SEX AND AGE!!Total population!!15 to 19 years,SEX AND AGE!!Total population!!16 years and over,SEX AND AGE!!Total population!!18 years and over,SEX AND AGE!!Total population!!18 years and over!!Female,SEX AND AGE!!Total population!!18 years and over!!Male,SEX AND AGE!!Total population!!18 years and over!!Sex ratio (males per 100 females),SEX AND AGE!!Total population!!18 years and over.1,SEX AND AGE!!Total population!!20 to 24 years,SEX AND AGE!!Total population!!21 years and over,SEX AND AGE!!Total population!!25 to 34 years,SEX AND AGE!!Total population!!35 to 44 years,SEX AND AGE!!Total population!!45 to 54 years,SEX AND AGE!!Total population!!5 to 9 years,SEX AND AGE!!Total population!!55 to 59 years,SEX AND AGE!!Total population!!60 to 64 years,SEX AND AGE!!Total population!!62 years and over,SEX AND AGE!!Total population!!65 to 74 years,SEX AND AGE!!Total population!!65 years and over,SEX AND AGE!!Total population!!65 years and over!!Female,SEX AND AGE!!Total population!!65 years and over!!Male,SEX AND AGE!!Total population!!65 years and over!!Sex ratio (males per 100 females),SEX AND AGE!!Total population!!65 years and over.1,SEX AND AGE!!Total population!!75 to 84 years,SEX AND AGE!!Total population!!85 years and over,SEX AND AGE!!Total population!!Female,SEX AND AGE!!Total population!!Male,SEX AND AGE!!Total population!!Median age (years),SEX AND AGE!!Total population!!Sex ratio (males per 100 females),SEX AND AGE!!Total population!!Under 18 years,SEX AND AGE!!Total population!!Under 5 years,Total housing units,Zipcode
2020,420,205,215,454,8,0,5,3,0,446,2,0,0,0,0,0,0,0,444,454,2,0,0,0,3,452,454,451,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449,451,3,0,0,0,0,3,454,11,0,423,423,208,215,103.4,423,0,423,30,11,76,2,52,63,234,134,191,77,114,148.1,191,43,14,228,226,62.4,99.1,31,18,210,98946
2020,1537,855,682,3266,2246,0,2066,180,0,1020,89,15,0,0,0,45,10,35,871,3266,130,15,63,0,1238,1983,3266,3103,130,0,0,32,0,15,0,0,9,0,6,0,0,53,0,0,0,0,0,1085,1820,3103,163,0,0,0,10,163,3266,344,418,2222,2107,1130,977,86.5,2107,194,1866,341,428,360,364,250,157,203,97,150,85,65,76.5,150,14,39,1638,1628,26.3,99.4,1159,260,987,98947
2020,6099,2929,3170,12601,9654,0,9443,158,53,2947,1059,87,17,94,0,193,193,0,1497,12601,1503,179,32,156,3675,8785,12601,10946,1253,0,57,0,19,87,0,7,56,0,0,24,0,24,94,0,0,94,0,2286,7202,10946,1655,8,143,29,0,1655,12601,1114,911,8862,8472,3977,4495,113,8472,1058,7979,1823,1356,1297,1284,631,560,1818,1026,1465,760,705,92.8,1465,312,127,6014,6587,28.5,109.5,4129,1102,3615,98948
2020,33,9,24,33,0,0,0,0,0,33,0,0,0,0,0,0,0,0,33,33,0,0,0,0,0,33,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,0,0,0,0,0,0,33,0,0,33,33,9,24,266.7,33,0,33,0,21,0,0,12,0,0,0,0,0,0,-,0,0,0,9,24,40.6,266.7,0,0,45,98950
2020,6958,3318,3640,13473,8029,8,7828,186,7,5444,2565,389,5,78,136,481,472,9,1790,13473,3249,762,159,217,3078,7855,13473,11819,2820,35,30,90,0,403,0,0,403,0,0,0,0,5,78,0,36,0,42,2035,6478,11819,1654,66,141,95,52,1654,13473,1221,1168,9392,8915,4212,4703,111.7,8915,1045,8287,1791,1349,1521,1286,712,577,1754,802,1462,714,748,104.8,1462,536,124,6489,6984,28.8,107.6,4558,1341,3998,98951
2020,1392,670,722,2125,408,0,382,26,0,1717,1476,0,5,5,0,42,24,18,189,2125,1577,0,5,28,130,544,2125,1971,1529,0,0,0,5,0,0,0,0,0,0,0,0,5,5,0,0,5,0,0,432,1971,154,0,24,0,0,154,2125,153,223,1592,1483,722,761,105.4,1483,258,1351,292,202,240,217,94,69,295,156,253,142,111,78.2,253,93,4,1048,1077,27.7,102.8,642,124,653,98952
2020,4153,2198,1955,6461,2689,0,2523,31,135,3772,116,29,0,0,0,128,96,32,3499,6461,399,301,11,0,796,5817,6461,5707,221,60,0,0,0,43,3,0,40,0,0,0,0,0,0,0,0,0,0,357,5086,5707,754,0,46,245,11,754,6461,514,541,4822,4539,2358,2181,92.5,4539,233,4320,911,680,785,428,379,294,1349,710,1164,625,539,86.2,1164,346,108,3357,3104,35.7,92.5,1922,532,2383,98953
2020,5693,1508,4185,7330,731,0,488,119,124,6599,327,359,351,234,0,773,712,61,4555,7330,872,495,744,254,368,5529,7330,6464,408,10,0,17,11,375,19,24,125,14,63,82,48,448,234,8,0,187,39,218,4781,6464,866,77,308,64,216,866,7330,332,174,6018,5969,1605,4364,271.9,5969,509,5821,1970,1208,1013,453,336,279,681,426,561,192,369,192.2,561,95,40,2096,5234,33.6,249.7,1361,495,1690,99001
2020,3541,1688,1853,4110,84,0,52,32,0,4026,0,35,0,0,0,74,74,0,3917,4110,26,74,9,0,66,4059,4110,3986,0,0,0,0,0,35,0,0,0,19,16,0,0,0,0,0,0,0,0,16,3935,3986,124,0,26,39,9,124,4110,160,192,3680,3562,1709,1853,108.4,3562,136,3438,585,352,548,160,469,261,1321,828,1137,603,534,88.6,1137,244,65,1923,2187,51.3,113.7,548,110,1914,99003
2020,16651,8776,7875,21189,1873,14,1417,395,47,19316,165,596,535,31,0,758,758,0,17231,21189,593,958,855,81,893,19162,21189,19919,224,0,0,0,0,596,13,173,78,64,104,34,130,535,31,31,0,0,0,520,18013,19919,1270,0,277,262,217,1270,21189,976,2454,17781,17344,9086,8258,90.9,17344,3970,14618,2740,2087,2117,1096,997,1004,3198,1599,2609,1563,1046,66.9,2609,740,270,11098,10091,27.5,90.9,3845,1139,8855,99004
2020,7042,3401,3641,9770,214,0,214,0,0,9556,43,162,3,0,0,403,403,0,8945,9770,398,271,11,0,45,9517,9770,9298,43,0,0,0,0,162,0,0,129,0,33,0,0,3,0,0,0,0,0,45,9045,9298,472,0,355,109,8,472,9770,775,681,7376,7135,3462,3673,106.1,7135,606,6767,817,1453,1474,990,680,615,1574,818,1253,510,743,145.7,1253,428,7,4604,5166,39.6,112.2,2635,426,3335,99005
2020,10051,5274,4777,13397,422,0,248,150,24,12975,75,110,19,40,0,140,140,0,12591,13397,263,119,43,90,174,13018,13397,13141,92,0,0,0,0,110,0,22,4,22,0,62,0,19,66,0,37,29,0,75,12779,13141,256,0,124,9,0,256,13397,911,721,10441,10126,5338,4788,89.7,10126,680,9777,1596,1615,1689,657,1055,1025,3010,1279,2269,1257,1012,80.5,2269,829,161,7172,6225,41.8,86.8,3271,1179,5282,99006
2020,374,216,158,470,0,0,0,0,0,470,0,0,0,0,0,9,9,0,461,470,4,5,0,0,0,470,470,461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461,461,9,0,4,5,0,9,470,12,3,376,374,216,158,73.1,374,7,374,71,57,12,48,7,90,173,127,130,67,63,94,130,3,0,268,202,50.3,75.4,96,33,215,99008
2020,3311,1450,1861,4423,110,0,102,8,0,4313,32,0,0,0,0,412,310,102,3869,4423,314,17,0,28,179,4314,4423,4003,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,3894,4003,420,0,282,8,0,420,4423,363,263,3469,3342,1450,1892,130.5,3342,62,3219,654,838,362,201,197,394,956,378,726,342,384,112.3,726,315,33,2041,2382,39.9,116.7,1081,363,1908,99009
2020,2240,821,1419,3464,593,3,379,167,44,2871,11,44,509,0,0,258,258,0,2049,3464,139,282,567,136,289,2617,3464,2959,88,0,44,0,14,52,0,17,25,7,0,3,0,527,0,0,0,0,0,51,2241,2959,505,0,4,61,31,505,3464,167,113,2359,2341,910,1431,157.3,2341,823,2079,967,364,64,366,28,5,5,0,0,0,0,-,0,0,0,1359,2105,23.2,154.9,1123,567,860,99011
2020,727,401,326,1006,20,0,15,5,0,986,8,0,3,0,0,35,35,0,940,1006,35,0,11,0,8,993,1006,965,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,952,965,41,0,27,0,8,41,1006,81,57,757,727,401,326,81.3,727,53,717,109,142,86,136,71,106,215,99,150,47,103,219.1,150,23,28,541,465,40.8,86,279,15,374,99012
2020,1263,631,632,1856,28,0,28,0,0,1828,699,10,0,0,0,60,60,0,1059,1856,768,12,0,0,0,1142,1856,1790,704,0,15,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1076,1790,66,0,64,2,0,66,1856,197,138,1314,1268,636,632,99.4,1268,132,1255,191,194,324,159,96,107,285,102,224,74,150,202.7,224,122,0,931,925,35.9,99.4,588,94,750,99013
2020,11580,5671,5909,15437,709,0,484,225,0,14728,23,432,229,0,0,752,627,125,13292,15437,264,847,323,138,233,14619,15437,14685,23,0,23,0,0,432,106,0,76,29,41,36,144,229,0,0,0,0,0,108,13893,14685,752,0,144,251,94,752,15437,950,638,11987,11759,5819,5940,102.1,11759,517,11544,1897,2461,1723,1241,1212,1015,3328,1705,2793,1425,1368,96,2793,825,263,7693,7744,41.2,100.7,3678,990,6840,99016
2020,77,32,45,131,25,0,19,6,0,106,0,0,0,0,0,0,0,0,106,131,0,0,0,0,19,112,131,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,112,131,0,0,0,0,0,0,131,13,16,100,93,48,45,93.8,93,0,87,12,15,32,6,10,7,15,3,11,3,8,266.7,11,8,0,65,66,40.8,101.5,38,9,69,99017
2020,223,110,113,279,2,0,0,2,0,277,0,0,0,0,0,12,11,1,265,279,5,5,3,1,1,278,279,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,267,12,0,3,3,2,12,279,5,11,226,223,110,113,102.7,223,9,221,16,26,48,30,43,22,75,27,58,24,34,141.7,58,18,13,139,140,47.9,100.7,56,11,155,99018
2020,8161,4458,3703,12244,438,0,284,124,30,11806,85,221,2,0,29,413,413,0,11056,12244,208,456,164,22,139,11878,12244,11621,85,10,0,0,0,221,0,44,37,32,26,28,54,20,0,0,0,0,0,40,11255,11621,623,0,123,235,144,623,12244,913,859,8702,8313,4560,3753,82.3,8313,372,8009,1514,1682,1809,1318,552,566,1922,1058,1560,853,707,82.9,1560,369,133,6496,5748,35.2,88.5,3931,1099,4830,99019
2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,-,0,0,0,99020
2020,6915,3518,3397,9441,556,0,368,188,0,8885,27,24,9,0,0,114,114,0,8711,9441,158,71,45,0,104,9243,9441,9278,51,12,24,0,0,24,0,5,19,0,0,0,0,9,0,0,0,0,0,104,9090,9278,163,0,107,20,9,163,9441,845,763,7466,6948,3527,3421,97,6948,288,6734,775,1201,1178,437,712,792,2334,1222,1837,956,881,92.2,1837,551,64,4718,4723,43.6,100.1,2493,613,3780,99021
2020,6788,3390,3398,8718,584,0,324,256,4,8134,85,185,31,3,90,227,227,0,7513,8718,212,282,45,3,293,8179,8718,8422,88,0,0,85,0,193,0,15,78,36,51,13,0,31,3,0,0,0,3,224,7883,8422,296,0,124,89,14,296,8718,398,746,7231,6931,3426,3505,102.3,6931,362,6627,1446,1097,1258,412,812,407,1621,781,1348,614,734,119.5,1348,474,93,4230,4488,39.9,106.1,1787,432,3394,99022
2020,437,203,234,641,0,0,0,0,0,641,0,0,0,0,0,34,34,0,607,641,34,0,0,0,0,641,641,607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607,607,34,0,34,0,0,34,641,86,27,447,437,203,234,115.3,437,21,407,0,143,118,42,39,18,99,47,89,38,51,134.2,89,42,0,348,293,40.9,84.2,204,58,238,99023
2020,4395,2132,2263,5510,72,0,70,0,2,5438,40,78,0,15,0,287,225,62,5018,5510,106,237,0,15,123,5316,5510,5223,40,0,0,0,0,78,0,44,0,0,0,0,34,0,15,0,15,0,0,61,5029,5223,287,0,66,159,0,287,5510,296,302,4723,4481,2170,2311,106.5,4481,122,4449,691,560,785,281,773,417,1408,757,1101,465,636,136.8,1101,289,55,2711,2799,49.8,103.2,1029,182,2379,99025
2020,6989,3239,3750,8714,401,0,369,0,32,8313,161,78,0,0,43,198,169,29,7833,8714,304,104,21,0,80,8424,8714,8516,161,0,0,0,0,78,0,0,48,0,30,0,0,0,0,0,0,0,0,51,8226,8516,198,0,122,26,0,198,8714,459,693,7266,7047,3253,3794,116.6,7047,431,6712,481,704,1476,497,941,489,2498,1449,2254,978,1276,130.5,2254,711,94,3849,4865,50.2,126.4,1667,289,3380,99026
2020,4786,2396,2390,5985,326,0,191,135,0,5659,0,25,0,0,0,117,96,21,5517,5985,53,25,81,0,151,5792,5985,5868,0,0,0,0,0,25,0,0,24,0,0,0,1,0,0,0,0,0,0,130,5713,5868,117,38,15,0,43,117,5985,336,308,4992,4841,2424,2417,99.7,4841,275,4706,586,759,621,241,769,320,1647,866,1417,615,802,130.4,1417,521,30,2945,3040,47.7,103.2,1144,353,2446,99027
2020,842,391,451,1009,33,0,0,33,0,976,6,0,0,0,3,10,10,0,957,1009,16,0,0,0,3,1000,1009,999,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,990,999,10,0,10,0,0,10,1009,37,9,868,859,391,468,119.7,859,48,849,195,145,109,67,103,108,229,104,151,87,64,73.6,151,29,18,437,572,42.5,130.9,150,37,567,99029
2020,772,332,440,905,1,0,1,0,0,904,18,4,0,0,0,47,36,11,835,905,34,24,14,0,11,883,905,858,18,6,2,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,836,858,47,0,2,20,0,47,905,35,76,811,772,332,440,132.5,772,17,738,112,50,167,36,147,89,204,81,159,78,81,103.8,159,42,36,372,533,53.3,143.3,133,17,497,99030
2020,1007,496,511,1270,2,0,2,0,0,1268,4,0,1,0,21,11,11,0,1231,1270,8,6,2,0,21,1244,1270,1259,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,1233,1259,11,0,4,6,1,11,1270,100,77,1054,1016,505,511,101.2,1016,62,988,62,236,159,63,135,149,251,145,203,95,108,113.7,203,52,6,612,658,45.5,107.5,254,24,520,99031
2020,561,272,289,698,39,0,28,11,0,659,2,2,0,1,0,31,31,0,623,698,24,2,9,1,9,684,698,667,2,0,0,0,0,2,0,0,2,0,0,0,0,0,1,1,0,0,0,9,653,667,31,0,22,0,9,31,698,33,35,573,561,272,289,106.3,561,45,538,66,71,63,47,64,85,197,74,151,77,74,96.1,151,59,18,358,340,47.8,95,137,38,364,99032
2020,722,340,382,927,34,8,4,22,0,893,7,0,0,0,0,32,32,0,854,927,27,16,2,0,10,906,927,895,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,874,895,32,0,14,16,0,32,927,74,59,757,725,340,385,113.2,725,29,707,72,100,122,37,85,67,278,106,241,101,140,138.6,241,119,16,482,445,49.8,92.3,202,41,404,99033
2020,87,14,73,88,1,0,1,0,0,87,0,0,1,0,0,0,0,0,86,88,0,0,1,0,0,87,88,88,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,87,88,0,0,0,0,0,0,88,0,0,88,88,14,74,528.6,88,0,88,59,0,1,0,1,0,27,27,27,14,13,92.9,27,0,0,14,74,33.7,528.6,0,0,127,99034
2020,1358,633,725,1794,1,0,1,0,0,1793,25,0,0,0,0,0,0,0,1768,1794,25,0,0,0,1,1768,1794,1794,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1768,1794,0,0,0,0,0,0,1794,149,117,1469,1414,652,762,116.9,1414,118,1344,137,146,294,80,207,293,305,123,196,85,111,130.6,196,30,43,842,952,49.3,113.1,380,57,779,99036
2020,11094,5606,5488,14589,594,0,427,167,0,13995,94,352,168,0,0,388,388,0,12993,14589,248,522,233,63,139,13824,14589,14149,106,0,0,0,0,352,47,27,96,10,0,119,53,168,0,0,0,0,0,139,13384,14149,440,0,142,170,65,440,14589,712,697,11717,11419,5808,5611,96.6,11419,1019,11112,1932,1913,1978,1177,918,1162,3027,1270,2278,1224,1054,86.1,2278,792,216,7290,7299,38.7,100.1,3170,803,5816,99037
2020,123,58,65,135,1,0,1,0,0,134,1,6,0,0,0,14,14,0,113,135,15,6,0,0,0,128,135,121,1,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,114,121,14,0,14,0,0,14,135,5,10,128,123,58,65,112.1,123,20,119,0,9,66,1,6,7,14,10,11,5,6,120,11,1,0,64,71,47.6,110.9,12,0,62,99039
2020,655,422,233,784,0,0,0,0,0,784,643,0,8,4,0,16,16,0,113,784,659,0,8,4,0,129,784,768,643,0,0,0,10,0,0,0,0,0,0,0,0,8,4,0,0,4,0,0,113,768,16,0,16,0,0,16,784,39,75,668,659,426,233,54.7,659,49,598,88,91,98,36,53,52,214,101,174,126,48,38.1,174,65,8,465,319,44.1,68.6,125,29,426,99040
2020,1141,534,607,1419,7,0,0,7,0,1412,34,7,0,0,3,10,10,0,1358,1419,47,7,3,0,7,1375,1419,1402,34,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,3,1358,1402,17,0,10,0,0,17,1419,187,27,1151,1144,537,607,113,1144,42,1127,71,124,232,72,75,197,511,218,386,178,208,116.9,386,99,69,613,806,53.7,131.5,275,6,694,99101
2020,415,217,198,473,22,0,18,0,4,451,9,0,0,0,0,3,3,0,439,473,9,3,0,0,0,464,473,470,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461,470,3,0,0,3,0,3,473,15,3,418,415,217,198,91.2,415,51,415,84,24,51,24,58,44,132,92,103,60,43,71.7,103,11,0,245,228,50.5,93.1,58,16,262,99102
2020,366,161,205,489,34,0,20,14,0,455,3,1,0,0,0,2,2,0,449,489,9,5,0,2,0,485,489,481,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,477,481,8,0,2,0,0,8,489,32,32,393,370,165,205,124.2,370,22,363,51,60,71,42,29,49,122,41,88,42,46,109.5,88,33,14,251,238,42.8,94.8,119,13,245,99103
2020,29,17,12,37,0,0,0,0,0,37,0,0,0,0,0,0,0,0,37,37,0,0,0,0,0,37,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,37,0,0,0,0,0,0,37,6,0,29,29,17,12,70.6,29,0,29,5,3,2,0,4,3,14,6,12,7,5,71.4,12,3,3,20,17,55.5,85,8,2,22,99105
2020,4093,2182,1911,4948,173,0,154,19,0,4775,6,22,69,36,0,204,204,0,4438,4948,86,98,125,96,37,4765,4948,4744,19,0,0,0,0,22,0,0,0,0,13,9,0,69,36,0,4,0,32,37,4561,4744,204,0,67,21,56,204,4948,233,244,4249,4152,2182,1970,90.3,4152,284,3966,348,414,489,187,434,761,1687,772,1351,751,600,79.9,1351,394,185,2560,2388,56.6,93.3,796,203,2522,99109
2020,1200,617,583,1724,0,0,0,0,0,1724,38,40,0,11,0,116,116,0,1519,1724,154,124,0,11,0,1635,1724,1608,38,0,0,0,0,40,0,0,40,0,0,0,0,0,11,0,0,0,11,0,1519,1608,116,0,32,0,0,116,1724,151,26,1226,1218,626,592,94.6,1218,0,1209,247,275,151,191,120,86,348,233,330,161,169,105,330,97,0,939,785,36.8,83.6,506,147,668,99110
2020,3329,1684,1645,4202,121,75,46,0,0,4081,40,16,0,0,87,58,27,31,3880,4202,66,16,10,0,219,4050,4202,4043,40,0,0,0,0,16,0,0,8,0,0,8,0,0,0,0,0,0,0,87,3900,4043,159,0,26,0,1,159,4202,252,306,3469,3382,1692,1690,99.9,3382,120,3312,432,713,541,164,322,290,1016,450,894,524,370,70.6,894,285,159,2091,2111,44.5,101,820,168,1916,99111
2020,497,248,249,600,19,0,17,2,0,581,0,0,0,0,0,23,23,0,558,600,0,8,15,8,2,590,600,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,575,577,23,0,0,0,15,23,600,39,29,512,497,248,249,100.4,497,32,477,55,48,66,23,34,55,225,146,199,97,102,105.2,199,37,16,300,300,52.9,100,103,20,284,99113
2020,9787,5199,4588,12866,624,20,315,273,16,12242,126,146,8,15,16,683,683,0,11248,12866,532,269,157,67,115,12498,12866,12099,126,0,0,0,14,146,12,0,44,0,20,47,23,21,24,0,22,2,0,41,11741,12099,767,0,395,119,133,767,12866,815,822,10318,9956,5286,4670,88.3,9956,443,9640,1414,1459,1461,729,927,980,3517,1870,3033,1671,1362,81.5,3033,772,391,6737,6129,44.6,91,2910,783,5910,99114
2020,987,492,495,1298,0,0,0,0,0,1298,24,0,34,0,0,41,0,41,1199,1298,24,0,34,0,41,1240,1298,1257,24,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,1199,1257,41,0,0,0,0,41,1298,83,45,1013,993,498,495,99.4,993,63,974,201,121,126,66,112,87,322,186,269,138,131,94.9,269,72,11,637,661,41.2,103.8,305,125,945,99115
2020,1318,607,711,1672,74,0,56,10,8,1598,682,4,0,0,0,132,132,0,780,1672,830,32,24,11,4,943,1672,1521,707,15,0,0,22,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,810,1521,151,16,95,17,0,151,1672,106,101,1383,1347,630,717,113.8,1347,158,1288,136,248,177,73,96,86,474,225,413,213,200,93.9,413,115,73,783,889,43.6,113.5,325,78,845,99116
2020,388,191,197,530,1,0,1,0,0,529,10,0,0,2,0,6,6,0,511,530,15,2,0,4,0,517,530,524,11,4,4,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,511,524,6,0,4,0,0,6,530,52,57,436,403,206,197,95.6,403,25,398,37,61,74,18,31,49,158,57,123,64,59,92.2,123,55,11,265,265,45.7,100,127,3,277,99117
2020,649,290,359,794,52,0,13,39,0,742,2,0,0,0,0,79,75,4,661,794,71,7,13,0,17,779,794,715,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,700,715,79,0,62,0,6,79,794,17,82,692,662,290,372,128.3,662,31,607,68,37,50,52,96,85,295,182,253,135,118,87.4,253,45,26,346,448,55.9,129.5,132,23,500,99118
2020,1070,517,553,1294,22,0,20,2,0,1272,170,0,2,0,0,53,32,21,1047,1294,215,12,5,7,23,1101,1294,1241,189,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1048,1241,53,0,17,5,1,53,1294,69,81,1121,1070,517,553,107,1070,48,1041,94,98,124,29,151,59,509,268,473,216,257,119,473,172,33,638,656,56.5,102.8,224,68,1190,99119
2020,272,178,94,327,0,0,0,0,0,327,18,4,0,0,0,25,25,0,280,327,43,4,0,0,0,305,327,302,18,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,280,302,25,0,25,0,0,25,327,8,12,288,276,182,94,51.6,276,82,260,34,8,50,22,49,13,49,20,40,24,16,66.7,40,20,0,211,116,34.8,55,51,9,165,99121
2020,3155,1601,1554,4338,195,0,170,25,0,4143,28,26,1,20,0,77,77,0,3991,4338,122,37,29,20,63,4179,4338,4249,55,0,3,0,7,26,0,0,23,0,0,3,0,1,20,0,10,2,8,51,4096,4249,89,4,38,10,2,89,4338,306,357,3339,3182,1604,1578,98.4,3182,181,2993,354,422,469,283,314,304,1170,592,999,495,504,101.8,999,362,45,2133,2205,42.7,103.4,1156,349,2384,99122
2020,840,397,443,992,0,0,0,0,0,992,144,0,0,0,0,28,28,0,820,992,172,0,0,0,0,848,992,964,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820,964,28,0,28,0,0,28,992,35,31,853,840,397,443,111.6,840,18,822,57,81,95,64,51,105,459,298,415,187,228,121.9,415,83,34,444,548,61.1,123.4,152,40,523,99123
